;ecocyc_id;synonyms;products;n_prods;ko_obs;url;uniprot;class
b1454;G6765;yncG;G6765-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6765;P76117;
b2753;EG10488;iap;EG10488-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10488;P10423;
b0344;EG10527;lacZ;BETAGALACTOSID-MONOMER;1;OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10527;P00722;
b2342;G7213;fadI yfcY;G7213-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7213;P76503;
b1295;G6642;ymjA;G6642-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6642;P0ACV8;
b2529;G7324;iscU yfhN nifU;G7324-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7324;P0ACD4;
b0062;EG10052;araA;ARABISOM-MONOMER;1;OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10052;P08202;
b3081;G36;fadH ygjL;DIENOYLCOAREDUCT-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G36;P42593;
b0992;G6513;yccM;G6513-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6513;P52636;
b0975;EG10471;hyaD;EG10471-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10471;P19930;
b3092;G81;uxaC ygjY ygjX ygjZ;UXAC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G81;P0A8G3;
b0221;G6105;fadE yafH;ACYLCOADEHYDROG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6105;Q47146;
b0608;G6335;ybdR;G6335-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6335;P77316;
b2060;G7105;wzc;G7105-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7105;P76387;
b3132;G7631;kbaZ yhaX agaZ;G7631-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7631;P0C8K0;
b1805;EG11530;fadD oldD;ACYLCOASYN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11530;P69451;
b0306;G6176;ykgE;G6176-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6176;P77252;
b2330;EG12449;prmB yfcB;EG12449-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12449;P39199;
b1200;G6627;dhaK ycgT dhaK1;G6627-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6627;P76015;
b3846;EG10279;fadB oldB;FADB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10279;P21177;
b0240;G0-16684;crl_1;MONOMER0-4385;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-16684;P24251;
b1066;EG10851;rimJ tcp;EG10851-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10851;P0A948;
b3128;EG12522;garD yhaG;GALACTARDEHYDRA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12522;P39829;
b3845;EG10278;fadA oldA;FADA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10278;P21151;
b1783;G6969;yeaG;G6969-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6969;P0ACY3;
b3912;EG10020;cpxR yiiA;PHOSPHO-CPXR CPXR-MONOMER;2;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10020;;repressor
b3567;EG12275;xylG;XYLG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12275;P37388;
b1091;EG10277;fabH;FABH-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10277;P0A6R0;
b2236;EG12360;yfaE;EG12360-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12360;P0ABW3;
b4084;EG11956;alsK yjcT;EG11956-MONOMER;1;OBS0-48 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11956;P32718;
b1095;EG12606;fabF vtr cvc fabJ vtrB;3-OXOACYL-ACP-SYNTHII-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12606;P0AAI5;
b3259;EG11497;prmA yhdI prm-1;EG11497-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11497;P0A8T1;
b0756;EG11698;galM;ALDOSE1EPIM-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11698;P0A9C3;
b2459;G7289;eutT ypfB;G7289-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7289;P65643;
b3102;G7616;yqjG;G7616-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7616;P42620;
b1884;EG10148;cheR cheX;CHER-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10148;P07364;
b1613;EG10566;manA pmi;MANNPISOM-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10566;P00946;dessication
b2460;G7290;eutQ ypfC;G7290-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7290;P76555;
b2373;G7236;oxc yfdU;G7236-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7236;P0AFI0;
b0982;G6503;etp yccY;G6503-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6503;P0ACZ2;
b0342;EG10524;lacA;GALACTOACETYLTRAN-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10524;P07464;
b2461;G7291;eutP ypfD;G7291-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7291;P76556;
b1582;G6840;ynfA;G6840-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6840;P76169;
b1128;EG11430;roxA ycfD;EG11430-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11430;P27431;
b2802;EG10349;fucI;FUCISOM-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10349;P69922;
b2439;G7271;eutL yffJ;G7271-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7271;P76541;
b0532;G6292;sfmD;G6292-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6292;P77468;
b2717;G7414;hycI;G7414-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7414;P0AEV9;
b0115;EG10025;aceF;ACEF-DIHYDROLIPOATE ACEF-S-ACETYLDIHYDROLIPOATE ACEF-LIPOATE E2P-MONOMER;4;OBS0-49 OBS0-32 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10025;;
b2438;G7270;eutK yffI;G7270-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7270;P76540;
b0981;EG11826;etk yccC;EG11826-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11826;P38134;
b4358;G7945;lgoD yjjN;G7945-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7945;P39400;
b2454;G7284;eutJ yffW;G7284-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7284;P77277;
b4707;G0-10737;esrE;RNA0-372;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10737;;
b0614;G6340;citX ybdU;G6340-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6340;P0A6G5;
b2976;EG20080;glcB glc;MALSYNG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG20080;P37330;
b2453;G7283;eutG yffV;G7283-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7283;P76553;
b4514;G0-10440;ybfQ;MONOMER0-2662;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10440;Q2EEQ8;
b2836;EG11679;aas;AAS-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11679;P31119;
b2091;EG12417;gatD;GALACTITOLPDEHYD-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12417;P0A9S3;
b2455;G7285;eutE yffX;G7285-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7285;P77445;
b2593;EG12097;pgeF yfiH;EG12097-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12097;P33644;
b2729;EG10486;hypD hydF;EG10486-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10486;P24192;
b3519;EG12245;treF;TREHALACYTO-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12245;P62601;
b2440;EG50007;eutC;EUTC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG50007;P19636;
b2918;EG11445;argK ygfD;EG11445-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11445;P27254;
b2326;G7201;epmC yfcM;G7201-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7201;P76938;
b3947;EG11906;ptsA yijH frwA pt1A;EG11906-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11906;P32670;
b2441;EG50006;eutB;EUTB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG50006;P0AEJ6;
b2840;EG11157;ygeA;EG11157-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11157;P03813;
b0852;EG10852;rimK nek;EG10852-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10852;P0C0U4;
b3125;EG11176;garR yhaE;TSA-REDUCT-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11176;P0ABQ2;
b2451;G7281;eutA yffT;G7281-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7281;P76551;
b2516;EG10015;rodZ yfgA;EG10015-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10015;P27434;
b2712;EG11551;hypF hydA;EG11551-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11551;P30131;
b2704;EG10970;srlB gutB;GUTB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10970;P05706;
b1556;G6829;essQ ydfS;G6829-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6829;P77237;
b3014;G7567;yqhH;G7567-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7567;P65298;
b1881;EG10151;cheZ;CHEZ-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10151;P0A9H9;
b3916;EG10699;pfkA;6PFK-1-MONOMER;1;OBS0-49 OBS0-32 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10699;P0A796;
b0554;G6309;essD vlyS ybcR;G6309-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6309;P0A9R2;
b2250;G7163;yfaZ;G7163-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7163;P76471;
b2828;EG12128;lgt umpA;EG12128-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG12128;P60955;
b1621;EG10563;malX;MALX-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10563;P19642;
b1990;G7073;ldtA yzzT yeeG erfK;G7073-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7073;P39176;
b1448;G6759;mnaT yncA;G6759-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6759;P76112;
b3287;EG11440;def fms;EG11440-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11440;P0A6K3;
b3431;EG10381;glgX;EG10381-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10381;P15067;
b3546;EG12267;eptB yhjW;EG12267-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12267;P37661;
b0442;G6243;ybaV comEA;G6243-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6243;P0AAR8;
b1888;EG10146;cheA;MONOMER0-4206 CHEA-SMALL PROTEIN-CHEA;3;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10146;;
b2925;EG10282;fbaA ald fba fda;FRUCTBISALD-CLASSII-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10282;P0AB71;
b0597;EG11105;entH ybdB;EG11105-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11105;P0A8Y8;
b4725;G0-16690;rseD;MONOMER0-4396;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-16690;P0DPC7;
b0835;G6435;rimO yliG;G6435-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6435;P0AEI4;
b4297;G7910;yjhG;G7910-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7910;P39358;
b0593;EG10261;entC fepF;ENTC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10261;P0AEJ2;
b1185;EG11393;dsbB ycgA roxB dsbX iarB rosB;MONOMER0-4142 DSBBPROT-MONOMER;2;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11393;;
b2788;G7446;gudX ygcY;G7446-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7446;Q46915;
b0596;EG10259;entA;ENTA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10259;P15047;
b1424;EG12859;opgD yzzZ ydcG mdoD;EG12859-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12859;P40120;
b0168;EG10570;map;EG10570-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10570;P0AE18;
b1395;G6716;paaH hbdH ydbU;G6716-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6716;P76083;
b0941;G6483;elfG ycbT;G6483-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6483;P75858;
b0686;EG11776;ybfF;EG11776-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11776;P75736;
b2993;EG11802;hybD;EG11802-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11802;P37182;
b0352;G6205;mhpE;MHPELY-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6205;P51020;
b0939;G6481;elfD ycbR;G6481-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6481;P75856;
b3209;EG11383;elbB yzzB elb2 s27a yhbL;EG11383-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11383;P0ABU5;
b2730;EG10487;hypE hydB;MONOMER0-4166 EG10487-MONOMER;2;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10487;;
b0688;EG12144;pgm blu;PHOSPHOGLUCMUT-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12144;P36938;
b0938;G6480;elfA ycbQ;G6480-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6480;P75855;
b0736;EG11110;ybgC;EG11110-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11110;P0A8Z3;
b0613;G6339;citG ybdT;G6339-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6339;P77231;
b3903;EG11867;rhaA;RHAMNISOM-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG11867;P32170;
b2269;G7176;elaD;G7176-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7176;Q47013;
b4303;G7915;sgcQ yjhM;G7915-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7915;P39364;
b2898;G7511;ygfZ yzzW;G7511-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7511;P0ADE8;
b2914;EG11443;rpiA ygfC;RIB5PISOMA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11443;P0A7Z0;
b2879;G7498;ssnA ygfL;G7498-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7498;Q46812;
b1787;G6973;yeaK;G6973-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6973;P64483;
b0758;EG10366;galT galB;GALACTURIDYLYLTRANS-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10366;P09148;capsule (M and K antigens)
b1874;G7024;cutC;G7024-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7024;P67826;
b3077;EG10253;ebgC;EG10253-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10253;P0AC73;
b1202;G6629;ycgV;G6629-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6629;P76017;
b0350;M013;mhpD mhpS;MHPDHYDROL-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=M013;P77608;
b1851;EG10257;edd;PGLUCONDEHYDRAT-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10257;P0ADF6;
b0325;G6190;yahK;G6190-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6190;P75691;
b2541;G7335;hcaB yfhX phdD;PHENPRODIOLDEHYDROG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7335;P0CI31;
b4721;G0-16687;ytiD;MONOMER0-4392;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-16687;P0DPC5;
b1392;G6713;paaE ydbR;G6713-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6713;P76081;
b0331;G6196;prpB yahQ;G6196-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6196;P77541;
b1110;EG12444;ycfJ;EG12444-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12444;P0AB35;
b3612;EG12296;gpmM gpmC pgmI gpmI yibO;PGMI-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12296;P37689;
b3715;EG11725;yieH;EG11725-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11725;P31467;
b3883;EG11848;yihV;EG11848-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11848;P32143;
b0293;G6164;ecpA yagZ matB;G6164-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6164;P0AAA3;
b1406;EG11309;pdxI ydbC;EG11309-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11309;P25906;
b4322;EG11066;uxuA;MANNONDEHYDRAT-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11066;P24215;
b4411;G0-9562;ecnB yjeU;MONOMER0-1563;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G0-9562;P0ADB7;
b0497;EG10849;rhsD;EG10849-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10849;P16919;
b3752;EG10818;rbsK;RIBOKIN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10818;P0A9J6;
b4410;G0-41;ecnA;MONOMER0-1562;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G0-41;P0ADB4;
b3472;G7767;dcrB yhhR;G7767-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7767;P0AEE1;
b2149;EG10592;mglA mglP mgl;MGLA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10592;P0AAG8;
b0604;G6333;dsbG ybdP;DSBG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6333;P77202;
b2793;G7451;syd ydr;G7451-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7451;P0A8U0;
b0757;EG10363;galK galA;GALACTOKIN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10363;P0A6T3;capsule (M and K antigens)
b2893;EG11070;dsbC xprA;DSBC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11070;P0AEG6;
b1809;G6993;yoaB;G6993-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6993;P0AEB7;
